编号,网站名称,首页网址,列表页,注册资本,省份,市,区,主体,描述页,状态,设置完成,是否需手工添加,备注,利息管理费,利息管理费时段,利息管理费是否分段,电话,办公所在省,办公所在市,办公所在区,办公地址,注册地址,上线时间,倒闭时间,倒闭原因,更新频率,信用代码,房屋编码
4025,和润网,http://www.herunwang.cn,,6000,四川省,攀枝花市,,宜宾市和润投资管理有限责任公司,,问题平台?,否?,否?,2018-07-16 网站打不开?,,,,0831-3056676?,,,,四川省宜宾市临港区地中海蓝湾50幢17楼02号?,,2014-11-16?,,,1小时?,,
4026,拓达贷,http://www.tuodadai.com,,1000,山东省,滨州市,,滨州拓达投资管理有限公司,,问题平台?,否?,否?,,,,,400-103-0543?,,,,山东省滨州市滨城区黄河五路504号?,,2014-11-19?,,,1小时?,,
4027,速得贷,http://www.sudedai.com/,,1000,陕西省,西安市,,陕西聚商投资有限公司,,问题平台?,否?,否?,,,,,400-6081-600?,,,,陕西省西安市未央区大道老三届首座25楼?,,2014-11-27?,,,1小时?,,
4028,投吧网,https://www.toubawang.com,,30000,北京市,北京市,,北京投吧信息服务有限公司,,问题平台?,否?,否?,2015-04-14 止 ?,,,,400-880-2868?,,,,北京市朝阳区西大望路1号温特莱中心B座-1110?,,2014-11-28?,,,1小时?,,
4029,华联保利网,http://www.vbaoli.com/,,2000,上海市,上海市,,上海甬赢金融信息服务有限公司,,问题平台?,否?,否?,2017-03-27法人失联，上海警方已立案侦查?,,,,400-012-8266?,,,,上海市黄埔区汉口路398号华盛大厦8层?,,2014-11-01?,2017-03-24?,警方介入?,1小时?,,
4030,天财猫,http://www.tiancaizhongguo.com/index.html,,5000,北京市,北京市,,天财京谷（北京）投资管理有限公司,,问题平台?,否?,否?,原名天财中国：http://www.tiancaizhongguo.com 2015-12-11止?,,,,400-8707-580?,,,,北京市朝阳区北苑路甲108号鸿华家园别墅区1002栋?,北京市朝阳区高碑店乡小郊亭村东鼎奇龙华膳园温泉饭店内8116室 ?,2016-02-22?,,,1小时?,,
4031,国佳财富,http://www.guojiacf.com/,,1000,湖北省,武汉市,,武汉国佳财富金融服务有限公司,,正常?,否?,否?,http://guojiacf.pd100.com/?,,,,4008-500-788?,,,,武汉市江汉区中央商务区淮海路泛海国际SOHO城2号楼13~14楼?,,2014-11-14?,,,1小时?,,
4032,华源投资,http://www.huayuanhengji.com/,,10000,北京市,北京市,,北京华源恒基投资担保有限公司,,警?,否?,否?,打不开?,,,,4000-161-853?,,,,北京市顺义区高丽营镇于庄村光明街36号 ?,,2015-08-10?,,诈骗?,1小时?,,
4033,嘉富财富,http://www.jiafucaifu.com,,600,山西省,运城市,,平陆县嘉富电子商贸有限公司,,警?,否?,否?,打不开?,,,,4006128136?,,,,山西省运城市平陆县圣人涧镇王崖村景永强房屋?,,2015-08-10?,,,1小时?,,
4034,浙星财富,http://www.zjln.net/,,10000,浙江省,宁波市,鄞州区,浙江浙星在线资产管理有限公司,,问题平台?,否?,否?,2015-11之前叫立农在线http://www.dsxdai.com?,,,,400-166-5515?,,,,浙江省宁波市鄞州区堇山路20号1F 2F?,宁波市鄞州区钟公庙街道堇山西路20号?,2015-08-11?,,,1小时?,913302123169651167?,
4035,贝才网,http://www.thebetterchinese.com/index.html,,1000,上海市,上海市,,上海贝才网络信息技术有限公司,,正常?,否?,否?,,,,,13301999981?,,,,上海市普陀区云岭东路235号跨国采购会展中心3号楼9层?,,2015-08-10?,,,1小时?,,
4036,景行财富,http://www.jinghangcaifu.com,,500,宁夏省,银川市,,宁夏景行经济信息咨询有限公司,,问题平台?,否?,否?,,,,,400-618-2025?,,,,宁夏银川市兴庆区民族北街香渔王子酒店北侧宝丰·银座中心A座1427-1428室 ?,,2015-06-18?,,,1小时?,,
4037,新常态财富,http://www.xctjf360.com,,5000,广东省,深圳市,南山区,深圳市新常态金服科技有限公司,,正常?,否?,否?,2017-10-27 原主体：深圳前海汇能金融控股集团有限公司 深圳前海恒泰金融服务有限公司不是 运营报告里是新常态金服，后期也会全部由新常态运营 2017-?,,,,400-960-8199?,广东?,深圳?,南山区?,深圳市南山区麻雀岭工业区M10栋4楼A05?,深圳市南山区粤海街道高新技术产业园中区M-10栋4楼A05?,2015-07-28?,,,1小时?,91440300349645418K?,4403050030073100007000004?
4038,添翼金融,http://www.58ty.cn/,,5000,陕西省,西安市,新城区,添翼金融信息服务有限公司,,正常?,否?,否?,"暂时没有可采标,app？替换小金理财https://www.xiaojinlicai.com/ ?",,,,400-676-5858?,陕西?,西安?,新城区?,西安市曲江新区旺座曲江C座1505?,西安曲江新区雁翔路3269号旺座曲江C座1505?,2017-12-01?,,,1小时?,916101033570349756?,
4039,合家金融,http://www.hejiajinrong.com/,,5000,浙江省,杭州市,下城区,杭州合家互联网金融服务有限公司,,正常?,否?,否?,2017-06-15 欢乐合家改成合家金融?,,,,400-9090-900?,,,,杭州市下城区环城北路92号218室?,杭州市下城区环城北路92号218室?,2014-10-15?,,,1小时?,,
4040,JFCC网聚天下,http://www.jfcc.com/,,5000,上海市,上海市,,网益金融信息服务（上海）有限公司,,预警平台?,否?,否?,,,,,4000721888?,,,,漕溪北路396号汇智大厦裙楼9楼?,,2014-09-23?,2017-04-01?,业务调整，现暂停理财产品发售?,1小时?,,
4041,德金所,https://www.dejinsuo.com,,3001,河南省,郑州市,,河南中金财富管理有限公司,,警?,否?,否?,打不开，诈骗 ?,,,,4008-567-456?,,,,河南省郑州市金水区农业路东段23号?,,2014-10-01?,,,1小时?,,
4042,首E家,https://www.shoujins.com,,20000,北京市,北京市,,北京首创金融资产交易信息服务股份有限公司,,正常?,否?,否?,原名：首创金服，2015-11-12改?,,,,400-010-8801?,,,,北京市东城区朝阳门北大街6号首创大厦3层?,,2015-07-08?,,,1小时?,,
4043,爱健康金融,http://www.ajk.com/,,3000,广东省,深圳市,前海,深圳前海爱健康互联网金融服务有限责任公司,,正常?,否?,否?,旧：http://www.ihealthbank.com/ 旧站：https://www.ajk.com/index.jsp?,,,,400-881-9181?,广东?,深圳?,南山区?,深圳市南山区海德三道天利中央商务广场A座15楼?,深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公司）（实际经营场所：深圳市南山区学府路芒果网大厦1003室）?,2015-02-02?,,,1小时?,91440300326558477T?,4403050020060100017000001?
4044,e周行,http://www.ezxing.com,,5000,天津市,天津市,,天津源丰财富生活网络信息服务有限公司,,正常?,否?,否?,打开标一直提示登录，测不出信息?,,,,4008826069?,,,,天津经济技术开发区信环西路19号泰达服务外包产业园8号楼?,,2015-02-03?,,,1小时?,,
4045,海豚金服,http://www.dofin.cn/,,300,福建省,厦门市,,厦门海豚金服网络科技有限公司,,正常?,否?,否?,,,,,0592-2963396?,,,,厦门市东渡路258号银龙大厦6楼?,,2015-08-11?,,无法访问?,1小时?,,
4046,昆石投资,http://www.jlkstz.com,,5000,吉林省,长春市,,吉林昆石投资管理有限公司,,警?,否?,否?,打不开?,,,,4000773735?,,,,长春市南关区岳阳街东至善路北18-1号电力高层公寓301-1室?,,2015-08-10?,,,1小时?,,
4047,芝麻贷,https://www.zmdai.com/,,1050,广西省,南宁市,,广西芝麻贷金融技术服务有限公司,,正常?,否?,否?,,,,,400-666-7868?,,,,广西南宁市青秀区双拥路36-1号绿城画卷A座2602号?,,2015-07-13?,,,1小时?,,
4048,赢河财富,http://www.yinghecaifu.com/,,5000,上海市,上海市,,上海赢元互联网金融信息服务有限公司,,问题平台?,否?,否?,,,,,400-646-7488?,,,,上海市静安区威海路755号文新大厦27楼?,,2015-07-21?,,,1小时?,,
4049,超银网贷,http://www.x9bank.com/,,1000,北京市,北京市,,亚联超银（北京）信息服务有限公司,,问题平台?,否?,否?,旧网站 http://www.xbankd.com 截止2017年3月11日，由于公司主营业务调整，公司已不再发布新的借款标的。?,,,,400-888-9997?,,,,北京市东城区安定门外大街138号皇城国际中心A座19层?,,2015-07-03?,,,1小时?,,
4050,徽商财富,https://hscfo.com/,,5000,安徽省,合肥市,,安徽徽旭金融信息服务有限公司,,问题平台?,否?,否?,,,,,400-107-8855?,,,,合肥市高新区同创科技园5幢101-110室?,,2015-08-05?,,,1小时?,,
4051,乾易宝,http://www.95ts.cn/,,24000,广东省,深圳市,前海,深圳市财易通智金互联网股份有限公司,,问题平台?,否?,否?,"2017-1-16 10000 深圳市财易通互联网科技股份有限公司 暂停发标,现在的借款协议还是南山那个主体的，后期应该是罗湖的主体在运营.?",,,,4006-832-999?,广东?,深圳?,罗湖区?,深圳市罗湖区嘉宾路2002号彭年广场写字楼38楼?,深圳市前海深港合作区前湾一路1号A栋201室（入驻深圳市前海商务秘书有限公司）?,2015-06-16?,2016-02-17?,暂停发标?,1小时?,91440300305984469A?,4403050020060100017000001?
4052,云融网,https://www.lending-cloud.com,,2050,江苏省,南京市,,南京云融金融信息服务有限公司,,正常?,否?,否?,,,,,025-87721996?,,,,南京市建邺区嘉陵江东街18号东南大学科技园03栋8层?,,2015-07-16?,,,1小时?,,
4053,蓝洋E贷,http://www.boedai.com/,,1000,重庆市,重庆市,,重庆登韬电子商务有限责任公司,,问题平台?,否?,否?,2016年3月29日0点升级公告?,,,,023-88950129?,,,,重庆市江北区五里店蓝洋金融中心22楼?,,2015-05-20?,,,1小时?,,
4054,东方金钰,http://www.600086.com,,10000,广东省,深圳市,前海,深圳东方金钰网络金融服务有限公司,,问题平台?,否?,否?,,,,,400-829-0086?,广东?,深圳?,罗湖区?,深圳市罗湖区贝丽北路44号东方金钰翡翠大厦（水贝工业区二栋）三楼?,深圳市前海深港合作区前湾一路1号A栋201室（入驻深圳市前海商务秘书有限公司）?,2015-07-06?,,,1小时?,91440300335245800B?,4403050020060100017000001?
4055,亿信宝,https://www.yxb.com,,10000,北京市,北京市,,亿信(北京)金融信息服务有限公司,,正常?,否?,否?,,,,,4001838818?,,,,北京市门头沟区石龙经济开发区永安路20号3号楼A-3569室 ?,,2015-05-23?,,,1小时?,,
4056,融其道,https://www.rongp2c.com/,,5000,江苏省,南京市,,江苏融其道金融信息服务股份有限公司,,问题平台?,否?,否?,,,,,4008-702-866?,,,,南京市玄武区徐庄软件园699-1号?,,2015-05-22?,,,1小时?,,
4057,we微bank,http://www.weweibank.com/,,500,山东省,济南市,,济南荣亨投资咨询有限公司,,问题平台?,否?,否?,,,,,400-630-3197?,,,,山东省济南市高新区舜泰广场6号楼1002室?,,2015-05-27?,,,1小时?,,
4058,汇金屋,http://www.huijinwu.com/,,500,湖南省,长沙市,岳麓区,长沙汇金屋商务信息咨询有限公司,,问题平台?,否?,否?,,,,,0731-82223171?,,,,湖南省长沙市岳麓区咸嘉湖街道桐梓坡路485号沁园春御园小区7栋1502房?,湖南省长沙市岳麓区咸嘉湖街道桐梓坡路485号沁园春御院小区7栋1502房?,2015-05-28?,2015-11-22?,网站打不开?,1小时?,,
4059,传金所,http://www.chuanjs.com,,7378,浙江省,杭州市,萧山区,杭州传金所互联网金融服务有限公司,,正常?,否?,否?,2017-02-27 替换光谷惠众http://www.ggmoney.com/ 武汉光谷金融服务有限公司 活期，增值宝锁定期6个月，到期可自动复投或提现 网?,,,,400-866-5566?,,,,浙江省杭州市萧山区钱江世纪城民和路945号传化大厦?,浙江省杭州市萧山区宁围街道民和路939号浙江商会大厦2幢1902、1903室?,2016-12-16?,2017-05-31?,,1小时?,,
4060,银盛金服,https://www.ysfas.com,,10000,广东省,深圳市,龙华区,深圳前海银盛互联网金融服务有限公司,,正常?,否?,否?,2016-04-18 原名：银盛贷 https://www.eptokp2p.com。2017/07/17注册地址由前海移到龙华?,,,,4008400900?,广东?,深圳?,龙华区?,深圳市龙华新区大道 997号远景大厦6楼?,深圳市龙华区民治街道新区大道997号远景家园六楼603?,2014-11-04?,,,1小时?,914403003119117333?,
4061,财富汇,https://www.cfhui.cn/,,2000,重庆市,重庆市,,重庆市信乐威电子商务有限公司,,警?,否?,否?,2016-11-03 打不开 全是体验标 打不开?,,,,4006-076-075?,,,,重庆市渝北区龙溪街道红金街2号索特大厦1幢20-5?,,2014-08-20?,2016-11-03?,,1小时?,,
4062,E融车贷,http://www.erjinfu.com/,,1000,河南省,郑州市,,河南紫晨投资有限公司,,正常?,否?,否?,2016-10-20原网址：http://www.erongchedai.com/?,,,,400-8168-613?,,,,郑州市郑东新区商务外环路14号21层2114号 ?,,2015-04-24?,,,1小时?,,
4063,易在线,http://www.yizaixian.com,,5000,北京市,北京市,,新农财富管理有限公司,,正常?,否?,否?,,,,,400-0710-670?,,,,北京市朝阳区南新园西路香榭舍3层B9号 ?,,2014-05-22?,,,1小时?,,
4064,佰家财富,http://www.baijiazc.com/,,3000,浙江省,宁波市,,宁波佰家投资管理有限公司,,问题平台?,否?,否?,2016-2-29 佰家财富有限公司?,,,,0574-88278670 ?,,,,宁波市鄞州区长寿南路555号1906室?,,2015-08-13?,,,1小时?,,
4065,板桥贷,http://www.banqiaodai.com/,,1080,江苏省,泰州市,,江苏易鑫通投资管理有限公司,,问题平台?,否?,否?,,,,,052388588226?,,,,江苏省泰州市姜堰区罗塘街道阳光路42#44# ?,,2015-08-18?,,,1小时?,,
4066,诚鑫易通,http://www.ahcxyt.com/,,9888,安徽省,合肥市,,鑫易通资产管理有限公司,,问题平台?,否?,否?,,,,,4000585690?,,,,合肥市蜀山区黄山路与岳西路交叉口汇峰大厦9层?,,2015-05-08?,,,1小时?,,
4067,汇陵金融,http://www.hljrcn.com/,,1000,江苏省,南京市,,南京汇陵金融信息服务有限公司,,问题平台?,否?,否?,,,,,400 800 6985?,,,,南京市江宁区秣陵街道西门子路88号7栋2楼?,,2015-05-05?,,,1小时?,,
4068,微金嵘,http://www.idbd8.com,,1000,北京市,北京市,,北京金荣贷网络技术有限公司,,问题平台?,是?,否?,没有标 原金荣贷 网站打不开2017-08-25止?,,,根据会员等级收费 HR、E、D、C、B、A、AA?,13810206385?,,,,北京房山区良乡西路园地铁站?,,2016-07-07?,2017-08-26?,网站打不开?,1天?,,
4069,猪猪理财,http://www.piglc.com/index.html,,5000,上海市,上海市,,上海驭骋投资管理有限公司,,问题平台?,否?,否?,,,,,400-312-853?,,,,上海市闵行区中春路7001号明谷科技园E栋1202室?,,2015-10-21?,2015-07-01?,网站打不开?,1小时?,,
4070,5+2投资,http://www.5jia2.com/,,3000,北京市,北京市,,伍嘉贰网络科技（北京）有限公司,,问题平台?,否?,否?,2015-06-27止?,,,,4000100677?,,,,,,2014-10-20?,,,1小时?,,
4071,贵商贷,http://www.qhgsd.com/,,10000,贵州省,贵阳市,,贵州权汇财富金融服务有限公司,,问题平台?,否?,否?,打不开?,,,,400-885-8720?,,,,贵州省贵阳市云岩区瑞金北路天宏业大厦23F?,,2015-08-13?,,,1小时?,,
4072,躺赢财富,http://www.tangyingbank.com/,,100,上海市,上海市,,上海仙度投资管理有限公司,,问题平台?,否?,否?,没有完标2016/8/11 平台失联 ?,,,,021-60827830?,,,,上海市静安区威海路775号文新大厦27楼?,,2015-08-13?,,,1小时?,,
4073,钱香,http://www.qianxiangbank.com/,,1000,上海市,上海市,,上海倾信互联网金融信息服务有限公司,,正常?,否?,否?,,,,,40080008885 ?,,,,上海·浦东新区·张杨路838号华都大厦21H?,,2015-08-13?,,,1小时?,,
4074,财鸟财富,http://www.cainiaocaifu.com/,,3000,云南省,昆明市,,云南菜鸟金融信息咨询有限公司,,问题平台?,否?,否?,平台失联 问题发生时间：2016-08-10?,5%?,,,400-607-2628?,,,,云南省昆明市日新路润城B栋6层?,,2015-08-13?,2016-08-10?,平台失联?,1小时?,,
4075,红狐理财,http://www.sohulc.com/,,500,湖北省,武汉市,,武汉艾青松金融信息服务有限公司,,正常?,否?,否?,"微信扫描投资,2016-10-27产品升级https://www.sohulc.com/project/piggy?",,,,400-6688-850 ?,,,,武汉市东湖新技术开发区珞瑜路889号光谷国际广场B座2206 ?,,2015-06-19?,,,1小时?,,
4076,贵人柜,http://www.guirengui.cn/,,10000,河南省,安阳市,,河南盛和资产管理有限公司,,正常?,否?,否?,监保贷更名为“贵人柜”并完成改版升级http://www.jianbaodai.com/ http://www.guirengui.cn/ 旧版：http:?,,,,4006520088 ?,,,,安阳市高新区海河大道东段创业中心2号楼124室 ?,,2015-04-01?,,,1小时?,,
4077,金猪猪,http://www.jinzhuzhu.com.cn,,1000,重庆市,重庆市,,重庆金猪猪电子商务有限公司,,问题平台?,否?,否?,2018-07-16 网站打不开?,,,,023-67972458?,,,,重庆市北部新区经开园金渝大道81号81幢32-18?,,2015-04-24?,,,1小时?,,
4078,87汇财,http://www.87huicai.com/,,1000,四川省,成都市,,成都壹捌柒信息技术有限公司,,正常?,否?,否?,不确定是不是p2p?,,,,(028)69186966?,,,,四川省成都市高新区天府大道北段1480号拉德方斯西楼（13栋）1单元7层7号?,,2014-08-07?,,,1小时?,,
4079,51信托,https://www.51xintuo.com/,,1000,四川省,成都市,,成都端点星网络科技有限公司,,问题平台?,否?,否?,,,,,400-9951-051?,,,,成都高新区天府大道北段1700号3栋3单元17层1703号?,,2015-03-15?,,,1小时?,,
4080,利巢贷,http://www.lichaodai.cn/,,5000,湖北省,潜江市,,湖北利巢投资管理有限公司,,正常?,否?,否?,2015-09-28 武汉利巢投资管理有限公司潜江分公司是分公司，没注册资本?,,,,400-074-6685?,,,,潜江市园林办事处章华南路35号 ?,,2015-05-21?,,,1小时?,,
4081,爱本地,http://www.ibdp2p.com/index.jsp,,5000,广东省,深圳市,龙岗区,深圳首金誉互联网金融服务有限公司,,正常?,否?,否?,2017/06/09 前海变更到龙岗?,,,,13927436566?,广东?,深圳?,龙岗区?,深圳市龙岗区龙岗大道5008号横岗大厦20楼2008室?,深圳市龙岗区横岗街道龙岗大道5008号港信达横岗大厦2008号复式之一?,2015-06-01?,,,1小时?,914403003263129526?,
